"Supplied Name","guid","scientificName","family","kingdom","Authority","Country","Kingdom","Environment","Origin","Evidence of impact","Verification","Year","Source"
"Dianthus barbatus","https://id.biodiversity.org.au/taxon/apni/51270235","Dianthus barbatus","Caryophyllaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dianthus plumarius","NZOR-6-44157","Dianthus plumarius","Caryophyllaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dichanthium annulatum","https://id.biodiversity.org.au/node/apni/2905880","Dichanthium annulatum","Poaceae",,"Stapf (Forssk.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dichanthium aristatum","https://id.biodiversity.org.au/node/apni/2916620","Dichanthium aristatum","Poaceae",,"C.E.Hubb. (Poir.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dichanthium caricosum","https://id.biodiversity.org.au/node/apni/2912346","Dichanthium caricosum","Poaceae",,"A.Camus (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dichanthium sericeum","https://id.biodiversity.org.au/node/apni/2912138","Dichanthium sericeum","Poaceae",,"A.Camus (R.Br.)","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dichelachne micrantha","https://id.biodiversity.org.au/node/apni/2909052","Dichelachne micrantha","Poaceae",,"Domin (Cav.)","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dichondra micrantha","https://id.biodiversity.org.au/node/apni/2902718","Dichondra sp. Inglewood (J.M.Dalby 86/93)","Convolvulaceae",,"Urb.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dichorisandra thyrsiflora","https://id.biodiversity.org.au/node/apni/2916121","Dichorisandra thyrsiflora","Commelinaceae",,"J.C.Mikan","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dichrostachys cinerea","https://id.biodiversity.org.au/node/apni/2909290","Dichrostachys cinerea","Fabaceae",,"Wight & Arn. (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Didemnum perlucidum",,,,,"Monniot, 1983","Australia","Animalia","marine","Cryptogenic/Uncertain","Yes","Yes","2017","Justin McDonald Pers.comm (2016). ''Dr Justin McDonald, Principal Research Scientist - Marine Biosecurity''."
"Dierama pendulum","https://id.biodiversity.org.au/node/apni/2916317","Dierama pendulum","Iridaceae",,"Baker (L.f.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dierama pulcherrimum","https://id.biodiversity.org.au/node/apni/2895311","Dierama pulcherrimum","Iridaceae",,"Baker (Hook.f.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dietes bicolor","NZOR-6-5809","Dietes bicolor","Iridaceae",,"Sweet ex Klatt (Steud.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dietes grandiflora","https://id.biodiversity.org.au/node/apni/2917263","Dietes grandiflora","Iridaceae",,"N.E.Br.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dietes iridioides","https://id.biodiversity.org.au/node/apni/2912206","Dietes iridioides","Iridaceae",,"Sweet ex Klatt (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dietes robinsoniana","https://id.biodiversity.org.au/node/apni/2917575","Dietes robinsoniana","Iridaceae",,"Klatt (F.Muell.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Digitalis purpurea","https://id.biodiversity.org.au/node/apni/2920821","Digitalis purpurea","Plantaginaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Digitaria aequiglumis","https://id.biodiversity.org.au/node/apni/2887457","Digitaria aequiglumis","Poaceae",,"Parodi (Hack. & Arechav.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Digitaria ciliaris","https://id.biodiversity.org.au/taxon/apni/51291262","Digitaria ciliaris","Poaceae",,"Koeler (Retz.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Digitaria didactyla","https://id.biodiversity.org.au/node/apni/2901759","Digitaria didactyla","Poaceae",,"Willd.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Digitaria eriantha","https://id.biodiversity.org.au/node/apni/2899120","Digitaria eriantha","Poaceae",,"Steud.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Digitaria fuscescens",,,,,"Henrard (J.Presl)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories."
"Digitaria insularis","https://id.biodiversity.org.au/node/apni/2904233","Digitaria insularis","Poaceae",,"Mez ex Ekman (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories."
"Digitaria ischaemum","https://id.biodiversity.org.au/node/apni/2887746","Digitaria ischaemum","Poaceae",,"Muhl. (Schreb.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Digitaria milanjiana","https://id.biodiversity.org.au/node/apni/2897144","Digitaria milanjiana","Poaceae",,"Stapf (Rendle)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Digitaria sanguinalis","https://id.biodiversity.org.au/node/apni/2891153","Digitaria sanguinalis","Poaceae",,"Scop. (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Digitaria ternata","https://id.biodiversity.org.au/node/apni/2914394","Digitaria ternata","Poaceae",,"Stapf (A.Rich.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Digitaria violascens","https://id.biodiversity.org.au/taxon/apni/51303892","Digitaria violascens","Poaceae",,"Link","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dimorphotheca pluvialis","https://id.biodiversity.org.au/node/apni/2888617","Dimorphotheca pluvialis","Asteraceae",,"Moench (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dimorphotheca sinuata","https://id.biodiversity.org.au/node/apni/2892436","Dimorphotheca sinuata","Asteraceae",,"DC.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dinebra retroflexa","https://id.biodiversity.org.au/node/apni/2903315","Dinebra retroflexa","Poaceae",,"Panz. (Vahl)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Diodella sarmentosa",,,,,"Bacigalupo & Cabral ex Borhidi (Sw.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories."
"Diodella teres",,,,,"Small (Walter)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dioscorea alata","https://id.biodiversity.org.au/node/apni/2895705","Dioscorea alata","Dioscoreaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dioscorea bulbifera","https://id.biodiversity.org.au/taxon/apni/51283457","Dioscorea bulbifera","Dioscoreaceae",,"L.","Australia","Plantae","terrestrial","Native/Alien","Yes","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Diospyros kaki","https://id.biodiversity.org.au/node/apni/2906332","Diospyros kaki","Ebenaceae",,"L. f.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Diospyros maritima","https://id.biodiversity.org.au/node/apni/7175379","Diospyros maritima","Ebenaceae",,"Blume","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Diplazium esculentum","https://id.biodiversity.org.au/node/apni/2919564","Diplazium esculentum","Woodsiaceae",,"Sw. (Retz.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Diplolaena dampieri","https://id.biodiversity.org.au/node/apni/2920924","Diplolaena dampieri","Rutaceae",,"Desf.","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Diplotaxis muralis","https://id.biodiversity.org.au/taxon/apni/51269785","Diplotaxis muralis","Brassicaceae",,"DC. (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Diplotaxis tenuifolia","https://id.biodiversity.org.au/node/apni/2897023","Diplotaxis tenuifolia","Brassicaceae",,"DC. (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dipogon lignosus","https://id.biodiversity.org.au/node/apni/2898321","Dipogon lignosus","Fabaceae",,"Verdc. (L.)","Australia","Plantae","terrestrial","Alien","Yes","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dipolydora armata","urn:lsid:biodiversity.org.au:afd.taxon:56d49e34-42b8-4d18-972b-d768b950f5ea","Dipolydora armata","Spionidae",,"(Langerhans, 1880)","Australia","Animalia","marine","Cryptogenic/Uncertain","No","Yes","2017","Pagad S., Hayes K, Katsanevakis S., Costello M. J. (2015). World Register of Introduced Marine Species (WRIMS)."
"Dipolydora flava","urn:lsid:biodiversity.org.au:afd.taxon:1fbaa58c-e11d-437d-920a-0c36ba5df647","Dipolydora flava","Spionidae",,"(Claparède, 1870)","Australia","Animalia","marine","Cryptogenic/Uncertain","No","Yes","2017","Pagad S., Hayes K, Katsanevakis S., Costello M. J. (2015). World Register of Introduced Marine Species (WRIMS)."
"Dipolydora giardi","urn:lsid:biodiversity.org.au:afd.taxon:96aa7822-2ac4-476d-af75-61170807e389","Dipolydora giardi","Spionidae",,"(Mesnil, 1896)","Australia","Animalia","marine","Cryptogenic/Uncertain","No","Yes","2017","Pagad S., Hayes K, Katsanevakis S., Costello M. J. (2015). World Register of Introduced Marine Species (WRIMS)."
"Dipolydora socialis","urn:lsid:biodiversity.org.au:afd.taxon:e2c97a34-091b-4458-87ec-8bed84978cb9","Dipolydora socialis","Spionidae",,"(Schmarda, 1861)","Australia","Animalia","marine","Cryptogenic/Uncertain","No","Yes","2017","Pagad S., Hayes K, Katsanevakis S., Costello M. J. (2015). World Register of Introduced Marine Species (WRIMS)."
"Dipsacus fullonum","https://id.biodiversity.org.au/node/apni/2889076","Dipsacus fullonum","Caprifoliaceae",,"L.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dipsacus fullonum subsp. fullonum","https://id.biodiversity.org.au/node/apni/2889076","Dipsacus fullonum","Caprifoliaceae",,,"Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories."
"Dipsacus sativus","https://id.biodiversity.org.au/node/apni/2891977","Dipsacus sativus","Caprifoliaceae",,"Honck. (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Disa bracteata","https://id.biodiversity.org.au/name/apni/190752","Disa bracteata","Orchidaceae",,"Sw.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dischisma arenarium","https://id.biodiversity.org.au/node/apni/2914410","Dischisma arenarium","Scrophulariaceae",,"E.Mey.","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dischisma capitatum","https://id.biodiversity.org.au/node/apni/2910721","Dischisma capitatum","Scrophulariaceae",,"Choisy","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Discosporangium mesarthrocarpum","54020001","Discosporangium mesarthrocarpum","Choristocarpaceae",,"(Meneghini) Hauck, 1885","Australia","Chromista","marine","Cryptogenic/Uncertain","No","Yes","2017","Justin McDonald Pers.comm (2016). ''Dr Justin McDonald, Principal Research Scientist - Marine Biosecurity''."
"Disphyma crassifolium","https://id.biodiversity.org.au/node/apni/2911823","Disphyma crassifolium","Aizoaceae",,"L. Bolus (L.)","Australia","Plantae","terrestrial","Native/Alien","No","Yes","2017","Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Distichlis spicata","https://id.biodiversity.org.au/node/apni/2919078","Distichlis distichophylla","Poaceae",,"Greene (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
"Dittrichia graveolens","https://id.biodiversity.org.au/node/apni/2900966","Dittrichia graveolens","Asteraceae",,"Greuter (L.)","Australia","Plantae","terrestrial","Alien","No","Yes","2017","Australian Weeds Committee (2012). Noxious weeds list for Australian States and Territories. 
Randall, R.P. (2007). The Introduced Flora of Australia and its Weed Status."
